category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"Payment Date Detail","To'lov sanasi","Тўлов санаси","Дата платежа","Payment Date",,,,,
app,"Payment Detail","Bajarilgan to'lov","Бажарилган тўлов","Произведенные платежи","Payment Detail",,,,,
app,"Payment Form","To‘lov shakli","Тўлов шакли","Форма оплаты",,,,,,
app,"Payment Form Name","To'lov shakli","Тўлов шакли","Форма оплаты","Payment Form",,,,,
app,"Payment Information","To'lov ma'lumotlari","Тўлов маълумотлари","Информация о платежах","Payment Information",,,,,
app,"Payment Monitoring","To'lov monitoringi","Тўлов мониторинги","Мониторинг платежей","Payment monitoring",,,,,
app,"Payment Number","Hujjat raqami","Ҳужжат рақами","Номер документа",,,,,,
app,"Payment Number Detail","To'lov raqami","Тўлов рақами","Номер платежа","Payment Number",,,,,
app,"Payment Summa Detail","To'lov summasi","Тўлов суммаси","Сумма платежа","Payment Sum",,,,,
app,"Payment Type",,,,,,,,,
app,"Payment Year","To'lov yili","Тўлов йили","Год оплаты","Payment Year",,,,,
app,Penalty,"Mening yutuqlarim","Менинг ютуқларим","Мои достижения",,,,,,
app,Pending,Kutilmoqda,Кутилмоқда,Ожидание,Pending,,,,,
app,Percent,Foiz,Фоиз,Процент,,,,,,
app,"Percent B","B foiz","B фоиз","Процент B",,,,,,
app,"Percent C","C foiz","C фоиз","Процент C",,,,,,
app,"Perevod o'quv reja fanlari","Ko'chiriladigan o'quv reja","Кўчириладиган ўқув режа","Переводимый учебный план","Transfer curriculum",,,,,
app,"Perevod sozlamalarini tanlang","Ko'chirish sozlamalarini tanlang","Кўчириш созламаларини танланг","Выберите параметры перевода","Select transfer options",,,,,
app,Performance,O'zlashtirish,Ўзлаштириш,Успеваемость,,,,,,
app,"Performance Appeal",Apellyatsiya,Аппеляция,Аппеляция,"Performance Appeal",,,,,
app,"Performance Appeal Edit","Apellyatsiyani kiritish","Аппеляцияни киритиш","Добавить аппеляцию","Performance Appeal Edit",,,,,
app,"Performance Appeal for student {name} has been updated","Talaba {name}ning fan bahosi muvaffaqiyatli o'zgartirildi","Талаба {name}нинг фан баҳоси муваффақиятли ўзгартирилди","Оценка по предмету студента {name} успешно изменена","Course grade for student {name} has been updated",,,,,
app,"Performance Control Setting","YN baholarini kiritishni cheklash","ЯН баҳоларини киритишни чеклаш","Блокировать ввод баллов ИК","Restrict input of final exam results",,,,,
app,"Performance Debtors","Akademik qarzdor","Академик қарздор","Академ. задолженность",,,,,,
app,"Performance Debtors All","Qarzdor talabalar","Қарздор талабалар","Все задолженности","Debtor stuents",,,,,
app,"Performance File","Qaydnoma fayli","Қайднома файли","Файл ведомости","Performance File",,,,,
app,"Performance Final Exam Setting","Yakuniy nazorat muhimligini belgilash","Якуний назорат муҳимлигини белгилаш","Установить важность итогового контроля","Final Exam Importance Setting",,,,,
app,"Performance gpa",,,,,,,,,
app,"Performance Gpa","GPA ballar","GPA баллар","Баллы GPA",,,,,,
app,"Performance Gpa Add","GPA hisoblash","GPA ҳисоблаш","Вычисление GPA",,,,,,
app,"Performance Journal","O'zlashtirish jurnali","Ўзлаштириш журнали","Журнал успеваемости",,,,,,
app,"Performance Midterm `{subject}` for `{group}` cannot save.","Muddat o'tganligi sababli `{group}`ning `{subject}` fani uchun nazorat natijalarini saqlab bo'lmaydi","Муддат ўтганлиги сабабли `{group}`нинг `{subject}` фани учун назорат натижаларини сақлаб бўлмайди","В связи с истечением срока не удалось сохранить результаты контроля по предмету `{subject}` для группы `{group}`","Results of midterm exam of `{subject}` for `{group}` cannot saved.",,,,,
app,"Performance Midterm `{subject}` of `{group}` for {exam_type} on {date} cannot save.",,,,,,,,,
app,"Performance Number","Qaydnoma raqami","Қайднома рақами","Номер ведомости","Performance Number",,,,,
app,"Performance Performance","Reyting qaydnomasi","Рейтинг қайдномаси","Рейтинговая ведомость",,,,,,
app,"Performance {performance} Appeal {subject} for student {name} has been created from {old} to {new}","Talaba {name}ning {subject} fanidan appelyatsiya bahosi {old} dan {new} ga o'zgartirildi","Талаба {name}нинг {subject} фанидан аппеляция баҳоси {old} дан {new} га ўзгартирилди","Оценка апелляции студента {name} по предмету {subject} успешно изменен с {old} на {new}","Grade of appeal {subject} for student {name} has been changed from {old} to {new}",,,,,
app,"Performance Ptt","Shaxsiy qaydnoma","Шахсий қайднома","Инд. ведомость","Personal Sheet",,,,,
app,"Performance Ptt Check","Shaxsiy qaydnoma ruxsat","Шахсий қайднома рухсат","Разрешение инд. ведомость","Personal sheet Check",,,,,
app,"Performance Ptt Edit","Shaxsiy qaydnoma qo'shish","Шахсий қайднома қўшиш","Добавить инд. ведомость","Add Personal sheet",,,,,
app,"Performance Ptt Fill","Shaxsiy qaydnoma kiritish","Шахсий қайднома киритиш","Ввод инд. ведомости","Personal sheet fill",,,,,
app,"Performance Rating Info","Guruh reyting qaydnomasi","Гуруҳ рейтинг қайдномаси","Групповой рейтинговая ведомость","Group rating sheet",,,,,
app,"Performance Rating Info Simple","Nazorat qaydnomasi","Назорат қайдномаси","Рейтинговая ведомость","Rating Sheet",,,,,
app,"Performance`{subject}` for `{group}` cannot save.","`{group}` guruhning `{subject}` fanidan yakuniy nazorat muddati o'tganligi uchun qaydnomani saqlab bo'lmaydi","`{group}` гуруҳнинг `{subject}` фанидан якуний назорат муддати ўтганлиги учун қайдномани сақлаб бўлмайди","Невозможно сохранить ведомость из-за истечения срока итогового контроля по предмету `{subject}` для группы `{group}`","Unable to save list due to expiration of final exam on subject `{subject}` for group `{group}`",,,,,
app,"Performance `{subject}` for `{group}` edited successfully.","`{group}` guruhning `{subject}` fandan o'zlashtirishi muvaffaqiyatli o'zgartirildi","`{group}` учун `{subject}` дан ўзлаштириш муваффақиятли ўзгартирилди","Успеваемость по `{subject}` для `{group}` успешно изменена",,,,,,
app,"Performance`{subject}` for `{group}` edited successfully.","`{group}` guruhining `{subject}` fanidan o'zlashtirishi muvaffaqiyatli tahrirlandi","`{group}` гуруҳининг `{subject}` фанидан ўзлаштириши муваффақиятли ўзгартирилди","Успеваемость группы `{group}` по предмету `{subject}` успешно изменен",,,,,,
app,"Performance `{subject}` of `{group}` for {exam_type} on {date} cannot save.","{group} guruhning {subject} fanidan {date} sanasidagi {exam_type}  ballarini kiritib bo'lmaydi","{group} гуруҳнинг {subject} фанидан {date} санасидаги {exam_type}  балларини киритиб бўлмайди","Невозможно сохранить баллов {exam_type} назначенное на {date} для группы {group} по предмету {subject}","Unable to save '{exam_type}' marks assigned on {date} for {group} in '{subject}'",,,,,
app,"Performance`{subject}` of `{group}` for {exam_type} on {date} edited successfully.","""{group}"" guruhning ""{subject}"" fanidan {date} sanasidagi {exam_type} ballari muvaffaqiyatli o'zgartirildi","""{group}"" гуруҳнинг ""{subject}"" фанидан {date} санасидаги {exam_type} баллари муваффақиятли ўзгартирилди","Балы по предмету ""{subject}"" группы ""{group}"" за {exam_type} на {date} успешно изменены","Grades of the ""{subject}"" of ""{group}"" for {exam_type} on {date} edited successfully",,,,,
